Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
dreamy dress,Green,No,2080,520,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,TopsTexOnepieceBalloonHYumekawa3,8701,PGt9yRHDw7cGKeBBB
earth-egg outfit,None,Yes,NFS,1200,Red,Yellow,1x1,Crafting,,All Year,No,1.1.0a,Active,fairy tale; party; theatrical,Yes,Not for sale,TopsTexOnepieceRibNEggground0,12449,oepGi58jBWkd46tdk
egg party dress,None,Yes,NFS,7200,Colorful,Colorful,1x1,Crafting,,All Year,No,1.1.0a,Gorgeous,fairy tale; party; theatrical,Yes,Not for sale,TopsTexOnepieceBalloonLEgg0,12448,8tHPLedZdQJ8CTCSw
egg-sushi costume,White,No,1600,400,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,TopsTexOnepieceRibNEgg,5614,ES3FKjNc7Rebx9KMn
elegant dress,Purple,No,2400,600,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; formal; party,Yes,For sale,TopsTexOnepieceDressLLady0,4791,rn8kSxfnu6Rybhkv6
elegant dress,Blue,No,2400,600,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; formal; party,Yes,For sale,TopsTexOnepieceDressLLady1,8142,AkDtrJqY2WA3k4jPC
elegant dress,Green,No,2400,600,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; formal; party,Yes,For sale,TopsTexOnepieceDressLLady2,8143,xwFx7KrQ9ctpKKyS3
elegant dress,Berry red,No,2400,600,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; formal; party,Yes,For sale,TopsTexOnepieceDressLLady3,8144,9XEmvAZjYYHfRBtHx
elegant dress,Pink,No,2400,600,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; formal; party,Yes,For sale,TopsTexOnepieceDressLLady4,8145,Fry4RR22PPujonFFb
fairy dress,Green,No,3640,910,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,TopsTexOnepieceBalloonNFairy0,3703,dYZL7cHb2oxxQkLDb
fairy dress,Pink,No,3640,910,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,TopsTexOnepieceBalloonNFairy1,8127,9Kj4vNdGKtwKdHSPX
fairy dress,Yellow,No,3640,910,Yellow,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,TopsTexOnepieceBalloonNFairy2,8128,ZXXqZzWjoxFmuGaCh
fairy dress,Mint,No,3640,910,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,TopsTexOnepieceBalloonNFairy3,8129,pzQ9wYkxe2mvyAwu5
fairy dress,Purple,No,3640,910,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,TopsTexOnepieceBalloonNFairy4,8130,hfthvZsMnXwJripdN
fairy-tale dress,Red,No,2400,600,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,For sale,TopsTexOnepieceBalloonHHood0,3137,rR8FBYDTB66PLohJB
fairy-tale dress,Pink,No,2400,600,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,For sale,TopsTexOnepieceBalloonHHood1,8869,LNYib26FLZB5qAQ5v
fairy-tale dress,Yellow,No,2400,600,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,For sale,TopsTexOnepieceBalloonHHood2,8870,8KM5RQvjkQvRAJjH8
fairy-tale dress,Green,No,2400,600,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,For sale,TopsTexOnepieceBalloonHHood3,8871,Chcj3ME2n77tR2Nkt
fairy-tale dress,Blue,No,2400,600,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,For sale,TopsTexOnepieceBalloonHHood4,8872,DoNujx6LBbZ6X3s5J
fairy-tale dress,Light blue,No,2400,600,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,For sale,TopsTexOnepieceBalloonHHood5,8873,BsQcNb5xYzXRBuPzF
fairy-tale dress,Light green,No,2400,600,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,For sale,TopsTexOnepieceBalloonHHood6,8874,J6Mtgvt2WpA4zgQJK
fairy-tale dress,Orange,No,2400,600,Orange,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,For sale,TopsTexOnepieceBalloonHHood7,8875,2efFqmbWKmj98MH8q
fancy kimono,Vermilion,No,5200,1300,Red,Green,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Gorgeous,formal; party,Yes,For sale,TopsTexOnepieceKimonoLHaregi0,5461,9WKf6MkLYxMGvj42H
fancy kimono,Green,No,5200,1300,Green,Red,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Gorgeous,formal; party,Yes,For sale,TopsTexOnepieceKimonoLHaregi1,8984,kLrfNptHZ2Eeuhuci
fancy kimono,Indigo blue,No,5200,1300,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Gorgeous,formal; party,Yes,For sale,TopsTexOnepieceKimonoLHaregi2,8985,MZQDEdDwQMhixttvh
fancy kimono,Pink,No,5200,1300,Pink,Red,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Gorgeous,formal; party,Yes,For sale,TopsTexOnepieceKimonoLHaregi3,8986,TZZrCN2qY3f3nf9PG
fancy kimono,Purple,No,5200,1300,Purple,Beige,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Gorgeous,formal; party,Yes,For sale,TopsTexOnepieceKimonoLHaregi4,8987,KjoA7cN3dotebZZe6
fancy kimono,Aqua,No,5200,1300,Light blue,Pink,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Gorgeous,formal; party,Yes,For sale,TopsTexOnepieceKimonoLHaregi5,8988,FssoqtPGbT3C3KojJ
fancy kimono,Pale orange,No,5200,1300,Orange,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Gorgeous,formal; party,Yes,For sale,TopsTexOnepieceKimonoLHaregi6,8989,WfZnvkD8k9fr3KDms
fancy kimono,Parrot green,No,5200,1300,Green,Blue,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Gorgeous,formal; party,Yes,For sale,TopsTexOnepieceKimonoLHaregi7,8990,76GA9MeqRus77TvSz
fancy party dress,Blue,No,2400,600,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,TopsTexOnepieceBoxHParty0,3131,o4g3mwwJkRpzrC7oY
fancy party dress,Pink,No,2400,600,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,TopsTexOnepieceBoxHParty1,7922,prm28f6eMaSx8CGnf
fancy party dress,Green,No,2400,600,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,TopsTexOnepieceBoxHParty2,7923,gg7jRxEiFZcZJWzLS
fancy party dress,Beige,No,2400,600,Beige,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,TopsTexOnepieceBoxHParty3,7924,YzGzg37RztiM7ov7s
farmer overalls,Red,No,1600,400,Blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,everyday; outdoorsy; work,Yes,For sale,TopsTexOnepieceOverallLFarm0,5830,R58Gpu28Z3TxNjQS5
farmer overalls,Green,No,1600,400,Blue,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; outdoorsy; work,Yes,For sale,TopsTexOnepieceOverallLFarm1,9477,gczKoYDfWnouDJYeB
farmer overalls,Blue,No,1600,400,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; outdoorsy; work,Yes,For sale,TopsTexOnepieceOverallLFarm2,9478,wbeNWkLsqabQc9hTx
farmer overalls,Yellow,No,1600,400,Blue,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; outdoorsy; work,Yes,For sale,TopsTexOnepieceOverallLFarm3,9479,fH9YWhNS3GMvLEwoR
farmer overalls,Gray,No,1600,400,Blue,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; outdoorsy; work,Yes,For sale,TopsTexOnepieceOverallLFarm4,9480,wgmgtKtF7wzoxZRJ5
fashionable royal dress,Green,No,6000,1500,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,For sale,TopsTexOnepieceDressLClassic0,3435,Bo3w5mWFokxkXWH2v
fashionable royal dress,Blue,No,6000,1500,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,For sale,TopsTexOnepieceDressLClassic1,8238,xSBkn5vigzJhfXvFM
fashionable royal dress,Yellow,No,6000,1500,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,For sale,TopsTexOnepieceDressLClassic2,8239,ApasrnQCNEA3z5gWo
fashionable royal dress,Pink,No,6000,1500,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,For sale,TopsTexOnepieceDressLClassic3,8240,pesvsASA3QTea27ep
fashionable royal dress,Purple,No,6000,1500,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,For sale,TopsTexOnepieceDressLClassic4,8241,59x8XZLnwqqYTTLWv
festive dress,Red,No,2400,600,Red,White,1x1,Able Sisters,Available from Able Sisters shop only during Festive Season,All Year,No,1.0.0,Cute,fairy tale; party,Yes,For sale,TopsTexOnepieceBalloonNXmasRed,3135,EhiHLrpjcYteEiynr
festive-tree dress,Green & white,No,2240,560,Green,White,1x1,Able Sisters,Available from Able Sisters shop only during Festive Season,All Year,No,1.0.0,Cute,fairy tale; party,Yes,For sale,TopsTexOnepieceAlineNXmastreeNormal0,3169,ywBdcG8dBTsYjcWkd
festive-tree dress,Green & blue,No,2240,560,Green,Blue,1x1,Able Sisters,Available from Able Sisters shop only during Festive Season,All Year,No,1.0.0,Cute,fairy tale; party,Yes,For sale,TopsTexOnepieceAlineNXmastreeNormal1,9488,g6gtPbd7pwRnuK29h
festive-tree dress,Green & red,No,2240,560,Green,Red,1x1,Able Sisters,Available from Able Sisters shop only during Festive Season,All Year,No,1.0.0,Cute,fairy tale; party,Yes,For sale,TopsTexOnepieceAlineNXmastreeNormal2,9489,u5viLeHxEw38T9qCe
festive-tree dress,Pink,No,2240,560,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only during Festive Season,All Year,No,1.0.0,Cute,fairy tale; party,Yes,For sale,TopsTexOnepieceAlineNXmastreeNormal3,9490,QX4kCu6eQen9KumSA
festive-tree dress,Gold,No,2240,560,Beige,White,1x1,Able Sisters,Available from Able Sisters shop only during Festive Season,All Year,No,1.0.0,Cute,fairy tale; party,Yes,For sale,TopsTexOnepieceAlineNXmastreeNormal4,9491,MWoYMbrvYbNWC3E5Y
festive-tree dress,Silver,No,2240,560,Gray,White,1x1,Able Sisters,,All Year,No,1.0.0,Cute,fairy tale; party,Yes,For sale,TopsTexOnepieceAlineNXmastreeNormal5,9492,ruiFurEJYzS6NZH8p
figure-skating costume,Blue,No,2880,720,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,TopsTexOnepieceOverallLFigure0,5404,Lt7rpQQgvBQy3fhAY
figure-skating costume,Red,No,2880,720,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,TopsTexOnepieceOverallLFigure1,9522,PJxjfAreecjgJ4Cs2
figure-skating costume,Green,No,2880,720,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,TopsTexOnepieceOverallLFigure2,9523,AB4QHYt4YPq8LhEn5
figure-skating costume,Purple,No,2880,720,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,TopsTexOnepieceOverallLFigure3,9524,BGo9jAkdr9MhKyb5P
figure-skating costume,Pink,No,2880,720,Pink,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,TopsTexOnepieceOverallLFigure4,9525,KABxX8JYd5iQpA6cz
figure-skating costume,Yellow,No,2880,720,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,TopsTexOnepieceOverallLFigure5,9526,qsRTGWF3tXp3twp3A
figure-skating costume,Black,No,2880,720,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,TopsTexOnepieceOverallLFigure6,9527,h7iqb9Ngp6ajDGXBF
figure-skating dress,Blue,No,2880,720,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,TopsTexOnepieceBalloonNFigure0,5393,ZJ5um3M7QRWQTBuCd
figure-skating dress,Red,No,2880,720,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,TopsTexOnepieceBalloonNFigure1,9516,nwgBc7Wj2ughjHZXm
figure-skating dress,Green,No,2880,720,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,TopsTexOnepieceBalloonNFigure2,9517,wRriqvCyf4eFGNhz9
figure-skating dress,Purple,No,2880,720,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,TopsTexOnepieceBalloonNFigure3,9518,qTeEDHhXTzHNEaDmv
figure-skating dress,Pink,No,2880,720,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,TopsTexOnepieceBalloonNFigure4,9519,bDtQ9LwNPZbwZGWxD
figure-skating dress,Yellow,No,2880,720,Yellow,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,TopsTexOnepieceBalloonNFigure5,9520,cnRhSdgHDxwHMtfwR
figure-skating dress,Black,No,2880,720,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,For sale,TopsTexOnepieceBalloonNFigure6,9521,Y5b78anDR2FscoJtM
firefighter uniform,Black,No,2240,560,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,work,Yes,For sale,TopsTexOnepieceSalopetteLFirefighter0,3420,zSAj4yH334PhX43sp
firefighter uniform,Flame orange,No,2240,560,Orange,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,work,Yes,For sale,TopsTexOnepieceSalopetteLFirefighter1,9455,wG74iDM9TyGKZPx9D
firefighter uniform,Brown,No,2240,560,Brown,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,work,Yes,For sale,TopsTexOnepieceSalopetteLFirefighter2,9456,Qg4A67RqTzhnR3sHk
firefighter uniform,Lime yellow,No,2240,560,Yellow,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,work,Yes,For sale,TopsTexOnepieceSalopetteLFirefighter3,9457,aDrXAGZvyDRj5kNsW
firefighter uniform,Avocado,No,2240,560,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,work,Yes,For sale,TopsTexOnepieceSalopetteLFirefighter4,9458,NujgsZ8YHDFzsRzWt
fishing waders,Avocado,No,2000,500,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,outdoorsy; sporty,Yes,For sale,TopsTexOnepieceOverallLWaders0,4328,T97PxsrW5BYoMAA6f
fishing waders,Orange,No,2000,500,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,outdoorsy; sporty,Yes,For sale,TopsTexOnepieceOverallLWaders1,8628,26Hc2JiCSseMnT6CA
fishing waders,Navy blue,No,2000,500,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,outdoorsy; sporty,Yes,For sale,TopsTexOnepieceOverallLWaders2,8629,Y8oFxFbkh6563jGTa
fishing waders,Gray,No,2000,500,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,outdoorsy; sporty,Yes,For sale,TopsTexOnepieceOverallLWaders3,8630,tWAaEpefJHiKRrDCL
flapper dress,Silver,No,2600,650,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,TopsTexOnepieceBoxNFlapper0,5817,Kr4K78DqEyNj79AoW
flapper dress,Gold,No,2600,650,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,TopsTexOnepieceBoxNFlapper1,7886,H3hC6MxWukFGZWzi5
flapper dress,Black,No,2600,650,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,TopsTexOnepieceBoxNFlapper2,7887,HDk9pK96KX7crJuqp
flapper dress,Pink,No,2600,650,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,TopsTexOnepieceBoxNFlapper3,7888,7KxXuzxH9aceiddT3
flapper dress,Green,No,2600,650,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,TopsTexOnepieceBoxNFlapper4,7889,CcejPLYaiJDm59bhB
flashy kimono,Green,No,4800,1200,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,TopsTexOnepieceKimonoLGaudy0,5797,44Zvk7HPSDdCLp2d3
flashy kimono,Red,No,4800,1200,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,TopsTexOnepieceKimonoLGaudy1,8991,hecLeGGapRihnEc8X
flashy kimono,Gold,No,4800,1200,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,TopsTexOnepieceKimonoLGaudy2,8992,XAXkepvFgDNJWYxfu
flashy kimono,Blue,No,4800,1200,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,TopsTexOnepieceKimonoLGaudy3,8993,N2pdNP6AzfGorWnZ6
flashy kimono,White,No,4800,1200,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,TopsTexOnepieceKimonoLGaudy4,8994,GKZmsDFvH972W6ShZ
flashy kimono,Fuchsia,No,4800,1200,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,For sale,TopsTexOnepieceKimonoLGaudy5,8995,3GSNwCFwHAS3hETE8
fleece pj's,Pink,No,1800,450,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Cute,fairy tale; comfy,Yes,For sale,TopsTexOnepieceOverallLFleecepajama0,4359,SDcvQXoFd7ZSdSzah
fleece pj's,Beige,No,1800,450,Beige,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,fairy tale; comfy,Yes,For sale,TopsTexOnepieceOverallLFleecepajama1,7827,QwpbJ4YJHjrg2FQGk
flight-crew uniform,Navy blue,No,2800,700,Blue,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; work,Yes,For sale,TopsTexOnepieceBoxLAttendant0,3475,y4WcwTNXiLaXdRxwC
flight-crew uniform,Black,No,2800,700,Black,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; work,Yes,For sale,TopsTexOnepieceBoxLAttendant1,8112,cnZgxbGFds5k3bZ2L
flight-crew uniform,Light blue,No,2800,700,Light blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; work,Yes,For sale,TopsTexOnepieceBoxLAttendant2,8113,pvNS2EcEsB3cTsAwF
flight-crew uniform,Red,No,2800,700,Red,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; work,Yes,For sale,TopsTexOnepieceBoxLAttendant3,8114,scASLxpmELwzkQXHN
flight-crew uniform,Gray,No,2800,700,Gray,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; work,Yes,For sale,TopsTexOnepieceBoxLAttendant4,8115,vw8WiwNvirXPwesTN
floral lace dress,Light blue,No,1820,455,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,Yes,For sale,TopsTexOnepieceBalloonHLace0,4570,evjYmRPZqWdRpmThk
floral lace dress,Pink,No,1820,455,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,Yes,For sale,TopsTexOnepieceBalloonHLace1,8890,odZLSTG8RJTcxpu6E
floral lace dress,Blue,No,1820,455,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,Yes,For sale,TopsTexOnepieceBalloonHLace2,8891,FqZyR5HGhPq2AEGyF
floral lace dress,Ruby red,No,1820,455,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,Yes,For sale,TopsTexOnepieceBalloonHLace3,8892,8L4dvRKptotE7gdxj
floral lace dress,Orange,No,1820,455,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,Yes,For sale,TopsTexOnepieceBalloonHLace4,8893,fKuxtatGv9xEfryQ5
floral lace dress,Green,No,1820,455,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,Yes,For sale,TopsTexOnepieceBalloonHLace5,8894,4kS6A4A88ZJMhB3u3
floral lace dress,Purple,No,1820,455,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,Yes,For sale,TopsTexOnepieceBalloonHLace6,8895,vvN3Bs54rC6ZNq56i
floral lace dress,Black,No,1820,455,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,Yes,For sale,TopsTexOnepieceBalloonHLace7,8896,wkfGoALjtCtBcbfaR
flower-print dress,Pink,No,1200,300,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday; fairy tale,Yes,For sale,TopsTexOnepieceAlineHOneflower0,6901,zD4SJ7ZeqisPHFnGb
flower-print dress,Green,No,1200,300,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday; fairy tale,Yes,For sale,TopsTexOnepieceAlineHOneflower1,8820,gRio72nyvztncmHDD
folk-dance outfit,Red,No,2520,630,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,Yes,For sale,TopsTexOnepieceOverallLVolendam,4603,nwb9oDkZTkcwHwPhh
forest-print dress,Green,No,1540,385,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday,Yes,For sale,TopsTexOnepieceBoxLForest0,4584,YuDX3pDyntJoSygRk
forest-print dress,Brown,No,1540,385,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday,Yes,For sale,TopsTexOnepieceBoxLForest1,8811,pT3QQGBndyDWtPz6i
forest-print dress,Purple,No,1540,385,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday,Yes,For sale,TopsTexOnepieceBoxLForest2,8812,gEobWES8mfqEv9adb
forest-print dress,Pink,No,1540,385,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday,Yes,For sale,TopsTexOnepieceBoxLForest3,8813,uQp4GSxZkS38NJ9Hm
forest-print dress,Pale blue,No,1540,385,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday,Yes,For sale,TopsTexOnepieceBoxLForest4,8814,kH62QTqsabXwRf84G
frilly dress,Pink,No,2000,500,Pink,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,everyday; fairy tale,Yes,For sale,TopsTexOnepieceAlongLFrilled0,4403,TjuH6xMfvF2dC26NR
